text,home_team,away_team,result,result_text,home_score,away_score,date,sport,league
本場football比賽由切爾西主場迎戰阿森納。 切爾西近期狀態一般，阿森納近期狀態良好。 切爾西目前排名第7位，阿森納排名第2位。 雙方過去5次交手，切爾西獲勝4場，平局1場，阿森納獲勝0場。 切爾西有10名主力球員可以出戰，阿森納有9名主力球員可以出戰。 切爾西目前有1名球員受傷，阿森納有2名球員受傷。 比賽當天天氣為小雨，氣溫約10.0度。 根據賠率，切爾西被看好獲勝。,切爾西,阿森納,2,主勝,1,0,2025-06-07,football,premier_league
本場football比賽由曼聯主場迎戰熱刺。 曼聯近期狀態一般，熱刺近期狀態一般。 曼聯目前排名第4位，熱刺排名第5位。 雙方過去11次交手，曼聯獲勝5場，平局3場，熱刺獲勝3場。 曼聯有9名主力球員可以出戰，熱刺有8名主力球員可以出戰。 曼聯目前有1名球員受傷，熱刺有3名球員受傷。 比賽當天天氣為小雨，氣溫約27.0度。 根據賠率，曼聯被看好獲勝。,曼聯,熱刺,0,客勝,0,4,2024-12-08,football,premier_league
本場football比賽由曼聯主場迎戰曼城。 曼聯近期狀態一般，曼城近期狀態極佳。 曼聯目前排名第4位，曼城排名第1位。 雙方過去2次交手，曼聯獲勝1場，平局0場，曼城獲勝1場。 曼聯有10名主力球員可以出戰，曼城有10名主力球員可以出戰。 曼聯目前有0名球員受傷，曼城有3名球員受傷。 比賽當天天氣為小雨，氣溫約11.3度。 根據賠率，曼聯被看好獲勝。,曼聯,曼城,2,主勝,4,2,2024-11-19,football,premier_league
本場football比賽由曼聯主場迎戰布萊頓。 曼聯近期狀態一般，布萊頓近期狀態一般。 曼聯目前排名第4位，布萊頓排名第8位。 雙方過去6次交手，曼聯獲勝0場，平局1場，布萊頓獲勝5場。 曼聯有11名主力球員可以出戰，布萊頓有11名主力球員可以出戰。 曼聯目前有1名球員受傷，布萊頓有3名球員受傷。 比賽當天天氣為陰天，氣溫約10.3度。 根據賠率，曼聯被看好獲勝。,曼聯,布萊頓,0,客勝,0,1,2024-06-20,football,premier_league
本場football比賽由阿森納主場迎戰熱刺。 阿森納近期狀態良好，熱刺近期狀態一般。 阿森納目前排名第2位，熱刺排名第5位。 雙方過去4次交手，阿森納獲勝3場，平局0場，熱刺獲勝1場。 阿森納有10名主力球員可以出戰，熱刺有11名主力球員可以出戰。 阿森納目前有1名球員受傷，熱刺有2名球員受傷。 比賽當天天氣為小雨，氣溫約16.7度。 根據賠率，阿森納被看好獲勝。,阿森納,熱刺,0,客勝,0,4,2024-06-24,football,premier_league
本場football比賽由紐卡斯爾主場迎戰曼城。 紐卡斯爾近期狀態一般，曼城近期狀態極佳。 紐卡斯爾目前排名第6位，曼城排名第1位。 雙方過去7次交手，紐卡斯爾獲勝2場，平局1場，曼城獲勝4場。 紐卡斯爾有9名主力球員可以出戰，曼城有11名主力球員可以出戰。 紐卡斯爾目前有2名球員受傷，曼城有3名球員受傷。 比賽當天天氣為晴天，氣溫約26.8度。 根據賠率，紐卡斯爾被看好獲勝。,紐卡斯爾,曼城,2,主勝,3,1,2025-03-05,football,premier_league
本場football比賽由阿森納主場迎戰切爾西。 阿森納近期狀態良好，切爾西近期狀態一般。 阿森納目前排名第2位，切爾西排名第7位。 雙方過去3次交手，阿森納獲勝0場，平局2場，切爾西獲勝1場。 阿森納有10名主力球員可以出戰，切爾西有11名主力球員可以出戰。 阿森納目前有0名球員受傷，切爾西有3名球員受傷。 比賽當天天氣為陰天，氣溫約21.6度。 根據賠率，阿森納被看好獲勝。,阿森納,切爾西,0,客勝,1,2,2025-03-19,football,premier_league
本場football比賽由曼城主場迎戰布萊頓。 曼城近期狀態極佳，布萊頓近期狀態一般。 曼城目前排名第1位，布萊頓排名第8位。 雙方過去12次交手，曼城獲勝5場，平局3場，布萊頓獲勝4場。 曼城有9名主力球員可以出戰，布萊頓有9名主力球員可以出戰。 曼城目前有1名球員受傷，布萊頓有3名球員受傷。 比賽當天天氣為小雨，氣溫約18.9度。 根據賠率，曼城被看好獲勝。,曼城,布萊頓,1,平局,0,0,2025-05-01,football,premier_league
本場football比賽由曼聯主場迎戰利物浦。 曼聯近期狀態一般，利物浦近期狀態良好。 曼聯目前排名第4位，利物浦排名第3位。 雙方過去9次交手，曼聯獲勝3場，平局3場，利物浦獲勝3場。 曼聯有8名主力球員可以出戰，利物浦有11名主力球員可以出戰。 曼聯目前有2名球員受傷，利物浦有3名球員受傷。 比賽當天天氣為小雨，氣溫約13.2度。 根據賠率，曼聯被看好獲勝。,曼聯,利物浦,1,平局,2,2,2024-07-16,football,premier_league
本場football比賽由曼城主場迎戰熱刺。 曼城近期狀態極佳，熱刺近期狀態一般。 曼城目前排名第1位，熱刺排名第5位。 雙方過去1次交手，曼城獲勝0場，平局0場，熱刺獲勝1場。 曼城有8名主力球員可以出戰，熱刺有10名主力球員可以出戰。 比賽當天天氣為小雨，氣溫約20.2度。 根據賠率，曼城被看好獲勝。,曼城,熱刺,2,主勝,2,1,2024-11-15,football,premier_league
本場football比賽由利物浦主場迎戰阿森納。 利物浦近期狀態良好，阿森納近期狀態良好。 利物浦目前排名第3位，阿森納排名第2位。 雙方過去6次交手，利物浦獲勝3場，平局0場，阿森納獲勝3場。 利物浦有8名主力球員可以出戰，阿森納有11名主力球員可以出戰。 利物浦目前有0名球員受傷，阿森納有2名球員受傷。 比賽當天天氣為晴天，氣溫約15.5度。 根據賠率，利物浦被看好獲勝。,利物浦,阿森納,2,主勝,2,1,2024-06-20,football,premier_league
本場football比賽由阿森納主場迎戰紐卡斯爾。 阿森納近期狀態良好，紐卡斯爾近期狀態一般。 阿森納目前排名第2位，紐卡斯爾排名第6位。 阿森納有9名主力球員可以出戰，紐卡斯爾有10名主力球員可以出戰。 阿森納目前有3名球員受傷，紐卡斯爾有3名球員受傷。 比賽當天天氣為陰天，氣溫約6.7度。 根據賠率，阿森納被看好獲勝。,阿森納,紐卡斯爾,2,主勝,1,0,2024-12-10,football,premier_league
本場football比賽由切爾西主場迎戰阿森納。 切爾西近期狀態一般，阿森納近期狀態良好。 切爾西目前排名第7位，阿森納排名第2位。 雙方過去3次交手，切爾西獲勝3場，平局0場，阿森納獲勝0場。 切爾西有11名主力球員可以出戰，阿森納有10名主力球員可以出戰。 切爾西目前有0名球員受傷，阿森納有3名球員受傷。 比賽當天天氣為小雨，氣溫約5.7度。 根據賠率，切爾西被看好獲勝。,切爾西,阿森納,0,客勝,1,2,2025-03-06,football,premier_league
本場football比賽由熱刺主場迎戰切爾西。 熱刺近期狀態一般，切爾西近期狀態一般。 熱刺目前排名第5位，切爾西排名第7位。 雙方過去4次交手，熱刺獲勝0場，平局2場，切爾西獲勝2場。 熱刺有8名主力球員可以出戰，切爾西有11名主力球員可以出戰。 熱刺目前有2名球員受傷，切爾西有3名球員受傷。 比賽當天天氣為晴天，氣溫約17.6度。 根據賠率，熱刺被看好獲勝。,熱刺,切爾西,2,主勝,4,1,2024-12-22,football,premier_league
本場football比賽由利物浦主場迎戰切爾西。 利物浦近期狀態良好，切爾西近期狀態一般。 利物浦目前排名第3位，切爾西排名第7位。 雙方過去4次交手，利物浦獲勝1場，平局3場，切爾西獲勝0場。 利物浦有8名主力球員可以出戰，切爾西有11名主力球員可以出戰。 利物浦目前有2名球員受傷，切爾西有1名球員受傷。 比賽當天天氣為小雨，氣溫約10.7度。 根據賠率，利物浦被看好獲勝。,利物浦,切爾西,0,客勝,2,3,2024-12-30,football,premier_league
本場football比賽由紐卡斯爾主場迎戰曼聯。 紐卡斯爾近期狀態一般，曼聯近期狀態一般。 紐卡斯爾目前排名第6位，曼聯排名第4位。 雙方過去10次交手，紐卡斯爾獲勝3場，平局3場，曼聯獲勝4場。 紐卡斯爾有8名主力球員可以出戰，曼聯有8名主力球員可以出戰。 紐卡斯爾目前有1名球員受傷，曼聯有1名球員受傷。 比賽當天天氣為晴天，氣溫約19.7度。 根據賠率，紐卡斯爾被看好獲勝。,紐卡斯爾,曼聯,2,主勝,3,2,2025-04-15,football,premier_league
本場football比賽由利物浦主場迎戰阿森納。 利物浦近期狀態良好，阿森納近期狀態良好。 利物浦目前排名第3位，阿森納排名第2位。 雙方過去4次交手，利物浦獲勝1場，平局2場，阿森納獲勝1場。 利物浦有9名主力球員可以出戰，阿森納有11名主力球員可以出戰。 利物浦目前有2名球員受傷，阿森納有3名球員受傷。 比賽當天天氣為小雨，氣溫約28.6度。 根據賠率，利物浦被看好獲勝。,利物浦,阿森納,2,主勝,2,0,2024-06-22,football,premier_league
本場football比賽由阿森納主場迎戰熱刺。 阿森納近期狀態良好，熱刺近期狀態一般。 阿森納目前排名第2位，熱刺排名第5位。 雙方過去12次交手，阿森納獲勝5場，平局2場，熱刺獲勝5場。 阿森納有9名主力球員可以出戰，熱刺有10名主力球員可以出戰。 阿森納目前有0名球員受傷，熱刺有2名球員受傷。 比賽當天天氣為晴天，氣溫約26.1度。 根據賠率，阿森納被看好獲勝。,阿森納,熱刺,1,平局,3,3,2025-05-23,football,premier_league
本場football比賽由熱刺主場迎戰曼聯。 熱刺近期狀態一般，曼聯近期狀態一般。 熱刺目前排名第5位，曼聯排名第4位。 雙方過去7次交手，熱刺獲勝0場，平局3場，曼聯獲勝4場。 熱刺有10名主力球員可以出戰，曼聯有10名主力球員可以出戰。 比賽當天天氣為陰天，氣溫約25.1度。 根據賠率，熱刺被看好獲勝。,熱刺,曼聯,0,客勝,0,2,2025-01-07,football,premier_league
本場football比賽由切爾西主場迎戰布萊頓。 切爾西近期狀態一般，布萊頓近期狀態一般。 切爾西目前排名第7位，布萊頓排名第8位。 雙方過去6次交手，切爾西獲勝1場，平局1場，布萊頓獲勝4場。 切爾西有8名主力球員可以出戰，布萊頓有8名主力球員可以出戰。 切爾西目前有3名球員受傷，布萊頓有3名球員受傷。 比賽當天天氣為小雨，氣溫約15.0度。 根據賠率，切爾西被看好獲勝。,切爾西,布萊頓,0,客勝,2,4,2024-07-26,football,premier_league
本場football比賽由利物浦主場迎戰曼聯。 利物浦近期狀態良好，曼聯近期狀態一般。 利物浦目前排名第3位，曼聯排名第4位。 雙方過去6次交手，利物浦獲勝3場，平局2場，曼聯獲勝1場。 利物浦有8名主力球員可以出戰，曼聯有10名主力球員可以出戰。 利物浦目前有0名球員受傷，曼聯有3名球員受傷。 比賽當天天氣為晴天，氣溫約19.1度。 根據賠率，利物浦被看好獲勝。,利物浦,曼聯,1,平局,1,1,2025-03-18,football,premier_league
本場football比賽由熱刺主場迎戰利物浦。 熱刺近期狀態一般，利物浦近期狀態良好。 熱刺目前排名第5位，利物浦排名第3位。 雙方過去5次交手，熱刺獲勝2場，平局1場，利物浦獲勝2場。 熱刺有10名主力球員可以出戰，利物浦有8名主力球員可以出戰。 比賽當天天氣為小雨，氣溫約11.6度。 根據賠率，熱刺被看好獲勝。,熱刺,利物浦,2,主勝,1,0,2025-03-03,football,premier_league
本場football比賽由紐卡斯爾主場迎戰切爾西。 紐卡斯爾近期狀態一般，切爾西近期狀態一般。 紐卡斯爾目前排名第6位，切爾西排名第7位。 雙方過去7次交手，紐卡斯爾獲勝3場，平局1場，切爾西獲勝3場。 紐卡斯爾有11名主力球員可以出戰，切爾西有10名主力球員可以出戰。 紐卡斯爾目前有2名球員受傷，切爾西有2名球員受傷。 比賽當天天氣為強風，氣溫約7.4度。 根據賠率，紐卡斯爾被看好獲勝。,紐卡斯爾,切爾西,2,主勝,2,1,2025-02-05,football,premier_league
本場football比賽由熱刺主場迎戰阿森納。 熱刺近期狀態一般，阿森納近期狀態良好。 熱刺目前排名第5位，阿森納排名第2位。 雙方過去8次交手，熱刺獲勝5場，平局3場，阿森納獲勝0場。 熱刺有8名主力球員可以出戰，阿森納有10名主力球員可以出戰。 熱刺目前有1名球員受傷，阿森納有2名球員受傷。 比賽當天天氣為小雨，氣溫約6.2度。 根據賠率，熱刺被看好獲勝。,熱刺,阿森納,1,平局,0,0,2024-11-27,football,premier_league
本場football比賽由布萊頓主場迎戰利物浦。 布萊頓近期狀態一般，利物浦近期狀態良好。 布萊頓目前排名第8位，利物浦排名第3位。 雙方過去8次交手，布萊頓獲勝2場，平局1場，利物浦獲勝5場。 布萊頓有11名主力球員可以出戰，利物浦有11名主力球員可以出戰。 布萊頓目前有0名球員受傷，利物浦有3名球員受傷。 比賽當天天氣為陰天，氣溫約27.3度。 根據賠率，布萊頓被看好獲勝。,布萊頓,利物浦,0,客勝,0,1,2024-12-16,football,premier_league
本場football比賽由布萊頓主場迎戰紐卡斯爾。 布萊頓近期狀態一般，紐卡斯爾近期狀態一般。 布萊頓目前排名第8位，紐卡斯爾排名第6位。 雙方過去7次交手，布萊頓獲勝0場，平局3場，紐卡斯爾獲勝4場。 布萊頓有10名主力球員可以出戰，紐卡斯爾有8名主力球員可以出戰。 比賽當天天氣為小雨，氣溫約16.7度。 根據賠率，布萊頓被看好獲勝。,布萊頓,紐卡斯爾,0,客勝,0,1,2024-08-22,football,premier_league
本場football比賽由利物浦主場迎戰切爾西。 利物浦近期狀態良好，切爾西近期狀態一般。 利物浦目前排名第3位，切爾西排名第7位。 雙方過去8次交手，利物浦獲勝5場，平局3場，切爾西獲勝0場。 利物浦有11名主力球員可以出戰，切爾西有10名主力球員可以出戰。 利物浦目前有3名球員受傷，切爾西有2名球員受傷。 比賽當天天氣為陰天，氣溫約29.6度。 根據賠率，利物浦被看好獲勝。,利物浦,切爾西,2,主勝,1,0,2024-06-29,football,premier_league
